"","player_id","average_rank","weight_kg","height_cm","average_tourneys_played","average_age","backhand","handedness"
"285","kd35",598.166666666667,75,188,10.2619047619048,21.8809523809524,"Two-Handed Backhand","Right-Handed"
"286","kd46",335.391304347826,82,196,7.52173913043478,21,"Two-Handed Backhand","Right-Handed"
"287","kd70",269.690476190476,73,183,24.0952380952381,22.2619047619048,"Two-Handed Backhand","Right-Handed"
"288","kd77",1520.09523809524,68,180,7.35714285714286,21.2380952380952,"Two-Handed Backhand","Left-Handed"
"289","kd87",426.166666666667,85,191,19.1428571428571,22.3571428571429,"Two-Handed Backhand","Right-Handed"
"290","ke17",18.3809523809524,85,193,19.5714285714286,21.6666666666667,"Two-Handed Backhand","Right-Handed"
"291","ke19",618.071428571429,82,188,18.3809523809524,22.547619047619,"Two-Handed Backhand","Right-Handed"
"292","ke29",42.9285714285714,88,198,27.2380952380952,20.5952380952381,"Two-Handed Backhand","Right-Handed"
"293","ke64",132.880952380952,79,183,27.7619047619048,18.9047619047619,"Two-Handed Backhand","Right-Handed"
"294","kf17",227.833333333333,72,180,21.4047619047619,19,"Two-Handed Backhand","Right-Handed"
"295","kg28",1463,80,191,12.3703703703704,20,"Two-Handed Backhand","Right-Handed"
"296","kh77",1074.80952380952,83,191,13.8809523809524,21.6666666666667,"Two-Handed Backhand","Right-Handed"
"297","ki71",953.952380952381,83,193,14.2619047619048,19.1428571428571,"One-Handed Backhand","Right-Handed"
"298","ki74",484.166666666667,75,185,13.8809523809524,16.7619047619048,"Two-Handed Backhand","Right-Handed"
"299","l397",32.8571428571429,73,185,24.9047619047619,35.2142857142857,"One-Handed Backhand","Left-Handed"
"300","l430",703.642857142857,91,193,7.21428571428571,33.9285714285714,"Two-Handed Backhand","Right-Handed"
"301","l503",38.0476190476191,77,183,32.1904761904762,35,"Two-Handed Backhand","Right-Handed"
"302","l575",65.0476190476191,74,180,25,33.3333333333333,"Two-Handed Backhand","Right-Handed"
"303","l702",1253.14285714286,82,188,4,30,"Two-Handed Backhand","Right-Handed"
"304","l733",266.833333333333,78,183,24.3571428571429,30.2142857142857,"Two-Handed Backhand","Right-Handed"
"305","l797",112,85,185,24.3333333333333,29.0714285714286,"Two-Handed Backhand","Right-Handed"
"306","l801",1378,85,188,3,28,"Two-Handed Backhand","Left-Handed"
"307","l872",645.357142857143,80,185,20.1666666666667,27.6428571428571,"Two-Handed Backhand","Left-Handed"
"308","l908",375.761904761905,77,193,15.047619047619,26.9285714285714,"One-Handed Backhand","Right-Handed"
"309","l941",282.071428571429,77,180,28.3571428571429,27.0714285714286,"Two-Handed Backhand","Right-Handed"
"310","l949",108.404761904762,78,185,30.0714285714286,24.7619047619048,"Two-Handed Backhand","Right-Handed"
"311","l950",370.761904761905,69,183,24.9285714285714,26.452380952381,"Two-Handed Backhand","Left-Handed"
"312","l987",81.7142857142857,78,183,26.2380952380952,26.4761904761905,"One-Handed Backhand","Right-Handed"
"313","la54",769.595238095238,73,178,26.547619047619,25.0714285714286,"Two-Handed Backhand","Right-Handed"
"314","la94",369.380952380952,87,193,23.7142857142857,25.0238095238095,"Two-Handed Backhand","Right-Handed"
"315","lb20",858.047619047619,79,183,22.8095238095238,24.7619047619048,"Two-Handed Backhand","Right-Handed"
"316","lb51",648.166666666667,82,188,11.2142857142857,23.8571428571429,"Two-Handed Backhand","Right-Handed"
"317","lb66",273.214285714286,72,180,18.0952380952381,24.5714285714286,"Two-Handed Backhand","Right-Handed"
"318","lb84",382.714285714286,70,180,24.3571428571429,23.3095238095238,"Two-Handed Backhand","Right-Handed"
"319","lc11",236.928571428571,69,183,23.5238095238095,23.8095238095238,"Two-Handed Backhand","Right-Handed"
"320","ld35",1856.35714285714,85,188,4.07142857142857,22.7857142857143,"Two-Handed Backhand","Right-Handed"
"321","le01",155.928571428571,75,175,30.3571428571429,18.5714285714286,"Two-Handed Backhand","Right-Handed"
"322","le38",446.857142857143,78,193,18.8571428571429,22.3095238095238,"Two-Handed Backhand","Right-Handed"
"323","lf26",545.571428571429,78,180,11.6190476190476,18.8809523809524,"Two-Handed Backhand","Right-Handed"
"324","lf29",433.714285714286,78,185,20.8809523809524,19.547619047619,"Two-Handed Backhand","Right-Handed"
"325","lg87",1765.375,91,193,2,21.3333333333333,"Two-Handed Backhand","Right-Handed"
"326","li39",620.285714285714,72,188,17.0238095238095,19.0714285714286,"One-Handed Backhand","Right-Handed"
"327","m0bn",1135.35714285714,69,178,7.42857142857143,17.9285714285714,"Two-Handed Backhand","Right-Handed"
"328","m762",169.880952380952,81,183,13.9761904761905,35.5952380952381,"Two-Handed Backhand","Left-Handed"
"329","m824",219.277777777778,70,175,16.5,36,"One-Handed Backhand","Right-Handed"
"330","m850",162.833333333333,74,185,22.7619047619048,34.9523809523809,"Two-Handed Backhand","Right-Handed"
"331","m873",77.1666666666667,80,191,20.8571428571429,34.9285714285714,"One-Handed Backhand","Right-Handed"
"332","m915",447.452380952381,75,178,13.547619047619,34.9285714285714,"Two-Handed Backhand","Left-Handed"
"333","ma21",109.2,81,185,13.3,32.5,"Two-Handed Backhand","Right-Handed"
"334","ma30",25.8095238095238,89,193,23.6904761904762,33.6190476190476,"Two-Handed Backhand","Left-Handed"
"335","ma38",388.428571428571,84,191,23.1428571428571,34.9761904761905,"Two-Handed Backhand","Right-Handed"
"336","ma49",1222.8125,70,178,3.8125,32.25,"Two-Handed Backhand","Right-Handed"
"337","mb02",64.2857142857143,82,191,22.952380952381,33.1666666666667,"Two-Handed Backhand","Right-Handed"
"338","mb53",171.166666666667,74,183,26.3333333333333,31.0952380952381,"Two-Handed Backhand","Right-Handed"
"339","mb88",1083.69047619048,85,191,1,33.2619047619048,"Two-Handed Backhand","Right-Handed"
"340","mc10",2.5,84,191,17.3809523809524,29.6190476190476,"Two-Handed Backhand","Right-Handed"
"341","mc65",21.4285714285714,80,193,17.3333333333333,30.2619047619048,"Two-Handed Backhand","Right-Handed"
"342","md56",109.761904761905,80,191,20.9761904761905,29.6190476190476,"One-Handed Backhand","Right-Handed"
"343","me04",964.578947368421,100,198,1,30,"One-Handed Backhand","Right-Handed"
"344","me05",382.02380952381,86,193,14.6666666666667,31.3333333333333,"Two-Handed Backhand","Right-Handed"
"345","me31",163.428571428571,75,173,23.7857142857143,30.9285714285714,"Two-Handed Backhand","Left-Handed"
"346","me56",733.97619047619,70,180,3.73809523809524,28.7857142857143,"Two-Handed Backhand","Right-Handed"
"347","me64",456.238095238095,85,193,8.80952380952381,29.1190476190476,"Two-Handed Backhand","Right-Handed"
"348","me82",46.5714285714286,70,180,30.3809523809524,28.4761904761905,"Two-Handed Backhand","Left-Handed"
"349","me89",144.166666666667,82,185,23.7857142857143,29.2619047619048,"Two-Handed Backhand","Right-Handed"
"350","mf09",556.47619047619,80,183,9.83333333333333,28,"Two-Handed Backhand","Right-Handed"
"351","mf71",630.880952380952,83,191,13.452380952381,29.5952380952381,"Two-Handed Backhand","Right-Handed"
"352","mf90",342.571428571429,89,188,19,28.4761904761905,"Two-Handed Backhand","Right-Handed"
"353","mg47",249.738095238095,80,183,18.3333333333333,29.547619047619,"Two-Handed Backhand","Right-Handed"
"354","mg54",415.119047619048,74,173,15.2857142857143,28.547619047619,"Two-Handed Backhand","Right-Handed"
"355","mh16",212.738095238095,68,185,23.5,27.0952380952381,"Two-Handed Backhand","Right-Handed"
"356","mh30",146.357142857143,79,183,17.5714285714286,27.5238095238095,"Two-Handed Backhand","Right-Handed"
"357","mh98",1205.38709677419,75,180,1,25.8387096774194,"Two-Handed Backhand","Right-Handed"
"358","mi01",220.214285714286,65,170,24.4761904761905,26.1428571428571,"Two-Handed Backhand","Right-Handed"
"359","mi43",120.595238095238,80,188,26.0238095238095,26.4285714285714,"Two-Handed Backhand","Left-Handed"
"360","mj01",721.142857142857,88,193,9.45238095238095,27.2619047619048,"One-Handed Backhand","Right-Handed"
"361","mj08",101.595238095238,78,183,26.1190476190476,22.547619047619,"Two-Handed Backhand","Left-Handed"
"362","mj56",955.404761904762,74,178,9.35714285714286,24.7619047619048,"Two-Handed Backhand","Right-Handed"
"363","mj69",758.095238095238,81,183,15.2619047619048,24.8571428571429,"One-Handed Backhand","Right-Handed"
"364","mj71",340,84,198,22.7380952380952,24.5,"Two-Handed Backhand","Left-Handed"
"365","mj89",346.261904761905,85,188,19.6666666666667,24.8809523809524,"Two-Handed Backhand","Right-Handed"
"366","mj98",383.738095238095,85,183,28.7142857142857,24.2142857142857,"One-Handed Backhand","Right-Handed"
"367","mk08",841.333333333333,83,185,17.7619047619048,24.7380952380952,"Two-Handed Backhand","Right-Handed"
"368","mk39",1586.14285714286,72,175,11.6,22.7142857142857,"Two-Handed Backhand","Right-Handed"
"369","ml51",1208,78,188,16.8809523809524,23.8571428571429,"Two-Handed Backhand","Right-Handed"
"370","ml73",1171.57142857143,86,193,4.59523809523809,21.4047619047619,"Two-Handed Backhand","Right-Handed"
"371","mm58",60.9285714285714,81,198,25.9761904761905,20.8809523809524,"Two-Handed Backhand","Right-Handed"
"372","mm66",178.880952380952,76,188,26.7619047619048,21.5238095238095,"Two-Handed Backhand","Right-Handed"
"373","mm78",684.761904761905,75,183,20.1190476190476,21.7380952380952,"Two-Handed Backhand","Right-Handed"
"374","mm79",253.619047619048,77,180,23.452380952381,20.6904761904762,"Two-Handed Backhand","Right-Handed"
"375","mn03",1845.61538461538,85,191,2.84615384615385,21.7435897435897,"Two-Handed Backhand","Right-Handed"
"376","mn08",1152.62068965517,76,178,3.93103448275862,25,"Two-Handed Backhand","Right-Handed"
"377","mn13",129.690476190476,84,191,23.5238095238095,21.5238095238095,"Two-Handed Backhand","Left-Handed"
"378","mn20",237.5,79,183,24.0952380952381,22.0714285714286,"Two-Handed Backhand","Right-Handed"
"379","mn23",599.48275862069,78,183,12.7931034482759,23.0344827586207,"Two-Handed Backhand","Right-Handed"
"380","mn44",430.119047619048,82,188,22.5714285714286,20.9761904761905,"One-Handed Backhand","Right-Handed"
"381","mo07",1488.26315789474,78,185,3.94736842105263,24.1578947368421,"One-Handed Backhand","Right-Handed"
"382","mo44",287.880952380952,70,183,30.3809523809524,19.6666666666667,"Two-Handed Backhand","Right-Handed"
"383","mo55",350.238095238095,77,180,20.547619047619,20.5,"One-Handed Backhand","Right-Handed"
"384","mp01",172.119047619048,85,185,21.2380952380952,18.952380952381,"Two-Handed Backhand","Right-Handed"
"385","mp13",446.571428571429,76,185,30.5952380952381,19.952380952381,"Two-Handed Backhand","Right-Handed"
"386","mu94",245.809523809524,78,183,24.952380952381,19.6428571428571,"Two-Handed Backhand","Right-Handed"
"387","mw02",347.309523809524,65,175,20.5,17.6904761904762,"Two-Handed Backhand","Left-Handed"
"388","mw54",740.833333333333,85,191,18.2380952380952,19.2380952380952,"Two-Handed Backhand","Left-Handed"
"389","n390",537.452380952381,86,188,11.7380952380952,33.2857142857143,"Two-Handed Backhand","Right-Handed"
"390","n409",3.5,85,185,15.4047619047619,30.547619047619,"Two-Handed Backhand","Left-Handed"
"391","n437",1033.10526315789,90,193,6.21052631578947,29.9473684210526,"One-Handed Backhand","Right-Handed"
"392","n480",1175.78571428571,69,173,1.21428571428571,28,"Two-Handed Backhand","Left-Handed"
"393","n503",213.166666666667,81,193,20.1666666666667,29.8571428571429,"Two-Handed Backhand","Right-Handed"
"394","n552",9.80952380952381,75,178,19.8571428571429,27,"Two-Handed Backhand","Right-Handed"
"395","n555",336.880952380952,73,173,16.7619047619048,26.1428571428571,"Two-Handed Backhand","Right-Handed"
"396","n558",336.690476190476,72,180,25.1666666666667,26.7857142857143,"Two-Handed Backhand","Right-Handed"
"397","n583",1499.42857142857,90,173,16.1190476190476,25.5714285714286,"Two-Handed Backhand","Right-Handed"
"398","n598",352.547619047619,73,183,23.5714285714286,29.1428571428571,"Two-Handed Backhand","Right-Handed"
"399","n607",646.190476190476,65,183,13.7380952380952,28.4761904761905,"Two-Handed Backhand","Left-Handed"
"400","n670",459.714285714286,77,185,18.9047619047619,25.8571428571429,"One-Handed Backhand","Right-Handed"
"401","n674",192.738095238095,91,193,29.3571428571429,23.0714285714286,"Two-Handed Backhand","Right-Handed"
"402","n679",176.404761904762,90,196,24.4761904761905,21.7142857142857,"Two-Handed Backhand","Right-Handed"
"403","n732",92.8809523809524,64,170,22.452380952381,21.1904761904762,"Two-Handed Backhand","Left-Handed"
"404","n771",209.357142857143,80,188,15.547619047619,21.2857142857143,"Two-Handed Backhand","Left-Handed"
"405","n830",738.357142857143,67,170,22.5952380952381,19.7619047619048,"Two-Handed Backhand","Right-Handed"
"406","n897",338.738095238095,68,175,17.9047619047619,19.3095238095238,"Two-Handed Backhand","Right-Handed"
"407","o327",583.166666666667,74,175,5.66666666666667,29,"Two-Handed Backhand","Right-Handed"
"408","o376",106,73,180,27.1904761904762,24.7857142857143,"Two-Handed Backhand","Right-Handed"
"409","o411",329.309523809524,104,203,20.7142857142857,25,"One-Handed Backhand","Right-Handed"
"410","o427",917.457142857143,76,185,16.1142857142857,24.5142857142857,"Two-Handed Backhand","Left-Handed"
"411","o474",604.261904761905,80,183,16.952380952381,21.8095238095238,"Two-Handed Backhand","Right-Handed"
"412","o482",321.47619047619,80,188,42.1666666666667,21.8571428571429,"Two-Handed Backhand","Left-Handed"
"413","o483",275.761904761905,78,183,25.6904761904762,22.547619047619,"One-Handed Backhand","Right-Handed"
"414","o513",209.642857142857,81,191,30.5952380952381,20.6190476190476,"Two-Handed Backhand","Right-Handed"
"415","o522",168.452380952381,100,211,19.7142857142857,19.2857142857143,"Two-Handed Backhand","Right-Handed"
"416","o675",1355.28571428571,78,188,10.5952380952381,18.5238095238095,"Two-Handed Backhand","Right-Handed"
"417","p605",480.595238095238,72,178,15.1428571428571,35.8809523809524,"Two-Handed Backhand","Right-Handed"
"418","p624",1222.22222222222,77,185,1,32,"One-Handed Backhand","Right-Handed"
"419","pa97",546.666666666667,75,178,18.2142857142857,30.0952380952381,"Two-Handed Backhand","Right-Handed"
"420","pb22",127.571428571429,79,183,26.8095238095238,28.5238095238095,"Two-Handed Backhand","Right-Handed"
"421","pb37",698.238095238095,78,183,8.92857142857143,28.9761904761905,"One-Handed Backhand","Right-Handed"
"422","pc09",820.333333333333,74,180,10.8333333333333,25.9285714285714,"Two-Handed Backhand","Right-Handed"
"423","pc11",99.8571428571429,83,185,20.952380952381,26.5952380952381,"Two-Handed Backhand","Left-Handed"
"424","pc33",587.285714285714,80,188,21.7380952380952,26.7619047619048,"Two-Handed Backhand","Right-Handed"
"425","pc36",1398.95238095238,75,173,6.19047619047619,29.0714285714286,"Two-Handed Backhand","Right-Handed"
"426","pc78",413.595238095238,96,196,16.5714285714286,27.7857142857143,"Two-Handed Backhand","Right-Handed"
"427","pd04",1647.38095238095,78,180,4.5,26.2380952380952,"Two-Handed Backhand","Right-Handed"
"428","pd07",99.6666666666667,84,193,23.1666666666667,26.5,"Two-Handed Backhand","Right-Handed"
"429","pd10",1541.64285714286,80,193,7.67857142857143,31.3928571428571,"Two-Handed Backhand","Right-Handed"
"430","pd31",42.4285714285714,80,196,32.6904761904762,27.6428571428571,"Two-Handed Backhand","Right-Handed"
"431","pe00",709.238095238095,85,191,20.047619047619,24.4285714285714,"Two-Handed Backhand","Right-Handed"
"432","pe02",293.714285714286,86,203,20.2142857142857,24.9285714285714,"Two-Handed Backhand","Right-Handed"
"433","pe39",1124.2619047619,95,198,10.3095238095238,27.047619047619,"Two-Handed Backhand","Right-Handed"
"434","pf00",996.4,83,193,1,23.8,"Two-Handed Backhand","Left-Handed"
"435","pf03",1198.04761904762,73,178,11.5238095238095,22.5238095238095,"Two-Handed Backhand","Right-Handed"
"436","pf39",17.7142857142857,81,185,23.3095238095238,22.8333333333333,"Two-Handed Backhand","Right-Handed"
"437","pf65",367.047619047619,72,178,22.6904761904762,22.9285714285714,"Two-Handed Backhand","Right-Handed"
"438","pg20",197.380952380952,85,191,30.8809523809524,20.0952380952381,"Two-Handed Backhand","Right-Handed"
"439","pg32",128.714285714286,76,185,22.8333333333333,22.1666666666667,"Two-Handed Backhand","Right-Handed"
"440","pg58",1477.72222222222,78,175,1.83333333333333,28,"Two-Handed Backhand","Right-Handed"
"441","pg94",227.809523809524,77,188,24.3571428571429,19.6428571428571,"Two-Handed Backhand","Right-Handed"
"442","ph19",1671.38095238095,79,188,8.35714285714286,21.9761904761905,"One-Handed Backhand","Right-Handed"
"443","ph42",641.119047619048,83,188,3.5,27.4761904761905,"Two-Handed Backhand","Left-Handed"
"444","pj17",1299.87804878049,78,180,7.36585365853659,19.5609756097561,"Two-Handed Backhand","Right-Handed"
"445","pj32",988.357142857143,67.5,180,14.4285714285714,18.8809523809524,"Two-Handed Backhand","Right-Handed"
"446","pl36",1113.95238095238,85,193,13.1666666666667,20.9047619047619,"Two-Handed Backhand","Right-Handed"
"447","pl56",275.095238095238,78,185,22.9761904761905,19.5952380952381,"Two-Handed Backhand","Right-Handed"
"448","q927",23.7619047619048,95,198,23.6428571428571,29.1666666666667,"Two-Handed Backhand","Right-Handed"
"449","q941",267.880952380952,88,193,23.6190476190476,24.8333333333333,"Two-Handed Backhand","Left-Handed"
"450","q945",455.119047619048,84,185,16.9761904761905,27.9285714285714,"Two-Handed Backhand","Right-Handed"
"451","q948",279.357142857143,84,191,17.452380952381,20.9047619047619,"Two-Handed Backhand","Left-Handed"
"452","q949",1601.35714285714,75,185,4.5,20.5,"Two-Handed Backhand","Right-Handed"
"453","r383",242.52380952381,74,183,22.0714285714286,38.9761904761905,"Two-Handed Backhand","Right-Handed"
"454","r419",267.714285714286,75,180,20.8571428571429,34.6666666666667,"One-Handed Backhand","Right-Handed"
"455","r548",246.547619047619,82,193,13.8809523809524,32.7857142857143,"One-Handed Backhand","Right-Handed"
"456","r612",165.928571428571,77,185,25.4285714285714,36.5952380952381,"Two-Handed Backhand","Right-Handed"
"457","r613",568.625,75,188,3.575,33,"Two-Handed Backhand","Right-Handed"
"458","r685",174.857142857143,84,196,24.047619047619,31.4047619047619,"Two-Handed Backhand","Right-Handed"
"459","r704",1504.57142857143,66,178,2.54761904761905,30.1666666666667,"Two-Handed Backhand","Right-Handed"
"460","r750",404.833333333333,78,183,11.0952380952381,28.7380952380952,"Two-Handed Backhand","Right-Handed"
"461","r772",23.5,80,188,30.8333333333333,28.9285714285714,"Two-Handed Backhand","Left-Handed"
"462","r782",837.5,87,188,4.25,30.6875,"One-Handed Backhand","Right-Handed"
"463","r851",1651.92857142857,76,180,1,31,"Two-Handed Backhand","Right-Handed"
"464","r862",530.261904761905,68,175,15.6428571428571,26.952380952381,"Two-Handed Backhand","Right-Handed"
"465","r931",704.833333333333,85,178,17.6904761904762,28.8095238095238,"One-Handed Backhand","Right-Handed"
"466","r960",523.833333333333,81,180,23.8809523809524,27.9761904761905,"One-Handed Backhand","Right-Handed"
"467","r975",8.57142857142857,98,196,20.2857142857143,26,"Two-Handed Backhand","Right-Handed"
"468","ra24",1265.19047619048,98,188,1.83333333333333,27.0238095238095,"Two-Handed Backhand","Right-Handed"
"469","ra51",243.857142857143,85,193,21.0714285714286,26.1666666666667,"Two-Handed Backhand","Left-Handed"
"470","ra62",542.071428571429,75,180,22.2857142857143,24.547619047619,"Two-Handed Backhand","Left-Handed"
"471","rb49",1597.54761904762,80,185,4.45238095238095,24.1904761904762,"Two-Handed Backhand","Right-Handed"
"472","rb56",211.52380952381,77,188,31.1904761904762,22.047619047619,"Two-Handed Backhand","Right-Handed"
"473","rb86",567.619047619048,70,175,21.8095238095238,23.6904761904762,"Two-Handed Backhand","Right-Handed"
"474","rc77",1353.83333333333,79,188,7.52380952380952,23.4047619047619,"Two-Handed Backhand","Right-Handed"
"475","rc83",893.214285714286,62,173,18.5,21.952380952381,"One-Handed Backhand","Left-Handed"
"476","rc92",2073.4375,81,191,8,21,"One-Handed Backhand","Right-Handed"
"477","rc96",192.428571428571,68,175,17.7142857142857,20.8333333333333,"Two-Handed Backhand","Right-Handed"
"478","rd34",854.285714285714,85,180,10.7857142857143,23.452380952381,"Two-Handed Backhand","Right-Handed"
"479","rd46",2066.54761904762,83,188,8.90476190476191,21.9285714285714,"One-Handed Backhand","Right-Handed"
"480","re44",86.7857142857143,68,188,23.6190476190476,19.1190476190476,"Two-Handed Backhand","Right-Handed"
"481","rh16",139.452380952381,77,183,24.5714285714286,18,"Two-Handed Backhand","Right-Handed"
"482","s483",156.285714285714,70,178,25.4285714285714,28.5714285714286,"Two-Handed Backhand","Right-Handed"
"483","s694",181.52380952381,76,185,8.40476190476191,38,"Two-Handed Backhand","Right-Handed"
"484","sa93",81.6666666666667,75,191,22.4285714285714,32.8333333333333,"Two-Handed Backhand","Right-Handed"
"485","sb28",1234.5,83,196,5.57142857142857,33.9523809523809,"Two-Handed Backhand","Left-Handed"
"486","sc47",138.404761904762,73,178,24.3095238095238,32.2619047619048,"Two-Handed Backhand","Right-Handed"
"487","sc56",81.9523809523809,65,175,23.4761904761905,31.7380952380952,"One-Handed Backhand","Right-Handed"
"488","sc73",78.5952380952381,73,178,31.452380952381,32.9047619047619,"One-Handed Backhand","Right-Handed"
"489","sc77",108.714285714286,80,193,28.5238095238095,30.9761904761905,"One-Handed Backhand","Right-Handed"
"490","sd32",40.0714285714286,70,183,25.1904761904762,32,"Two-Handed Backhand","Right-Handed"
"491","se69",1787.72,78,175,2.28,29,"Two-Handed Backhand","Right-Handed"
"492","se73",69.7380952380952,70,175,26.6428571428571,28.2142857142857,"Two-Handed Backhand","Right-Handed"
"493","sf36",470.309523809524,85,191,16.3571428571429,29.3095238095238,"One-Handed Backhand","Right-Handed"
"494","sf62",181.928571428571,73,175,24.047619047619,29,"Two-Handed Backhand","Right-Handed"
"495","sf76",297.642857142857,96,198,17.3095238095238,29.2142857142857,"Two-Handed Backhand","Right-Handed"
"496","sf89",361.190476190476,80,178,25.8809523809524,29.6666666666667,"Two-Handed Backhand","Right-Handed"
"497","sg29",511.380952380952,80,183,23.452380952381,28.9761904761905,"Two-Handed Backhand","Right-Handed"
"498","sg33",721.833333333333,67,175,10.8809523809524,28.952380952381,"Two-Handed Backhand","Right-Handed"
"499","sg64",169.619047619048,92,193,26.8095238095238,28.5714285714286,"Two-Handed Backhand","Right-Handed"
"500","sh37",326.166666666667,68,178,28.047619047619,28.8095238095238,"Two-Handed Backhand","Left-Handed"
"501","sh77",546.214285714286,85,188,15.3095238095238,28.9047619047619,"Two-Handed Backhand","Left-Handed"
"502","sh90",50.4761904761905,74,185,30.0238095238095,27.7619047619048,"Two-Handed Backhand","Right-Handed"
"503","si06",1146.43243243243,80,180,2.05405405405405,28,"Two-Handed Backhand","Right-Handed"
"504","si74",1555.7037037037,78,185,6,25.8888888888889,"Two-Handed Backhand","Right-Handed"
"505","si82",664.309523809524,76,183,13,25.9761904761905,"One-Handed Backhand","Right-Handed"
"506","sj15",1200,73,178,12.5714285714286,27.0714285714286,"Two-Handed Backhand","Right-Handed"
"507","sj22",216.309523809524,78,185,27.452380952381,28.547619047619,"Two-Handed Backhand","Right-Handed"
"508","sj55",215.452380952381,84,188,21.4047619047619,27.9285714285714,"Two-Handed Backhand","Left-Handed"
"509","sk02",842.547619047619,80,180,18.4047619047619,26.0238095238095,"Two-Handed Backhand","Right-Handed"
"510","sk30",784.690476190476,76,183,16.1666666666667,26,"Two-Handed Backhand","Right-Handed"
"511","sk47",227.880952380952,83,183,26.8095238095238,26.2142857142857,"Two-Handed Backhand","Right-Handed"
"512","sk48",768.97619047619,81,180,26.5952380952381,25.1428571428571,"Two-Handed Backhand","Right-Handed"
"513","sk67",208.904761904762,82,188,22.952380952381,26.4047619047619,"Two-Handed Backhand","Right-Handed"
"514","sk69",306.809523809524,82,188,22.6904761904762,23.1190476190476,"Two-Handed Backhand","Right-Handed"
"515","sk94",225.857142857143,70,183,17.5238095238095,26.1666666666667,"Two-Handed Backhand","Left-Handed"
"516","sk97",401.142857142857,85,193,15.047619047619,23.8095238095238,"Two-Handed Backhand","Right-Handed"
"517","sl07",265.261904761905,79,191,25.7380952380952,26.7619047619048,"Two-Handed Backhand","Right-Handed"
"518","sl08",126,87,188,29.3095238095238,25.4047619047619,"Two-Handed Backhand","Right-Handed"
"519","sl09",341.738095238095,68,178,19.6904761904762,24.3809523809524,"Two-Handed Backhand","Right-Handed"
"520","sl28",54.3095238095238,87,196,31.6190476190476,26.6666666666667,"Two-Handed Backhand","Right-Handed"
"521","sl50",1662.13793103448,74,180,4.72413793103448,24.3448275862069,"One-Handed Backhand","Right-Handed"
"522","sl51",1076.64285714286,74,180,9.5,24.5,"Two-Handed Backhand","Right-Handed"
"523","sl55",1464.2619047619,68,168,10.7619047619048,25.8571428571429,"Two-Handed Backhand","Right-Handed"
"524","sl92",332.642857142857,66,168,25.9761904761905,25.4285714285714,"Two-Handed Backhand","Right-Handed"
"525","sl94",515.285714285714,77,180,18.8571428571429,23.4761904761905,"Two-Handed Backhand","Right-Handed"
"526","sm09",334.833333333333,83,188,21.0238095238095,23,"Two-Handed Backhand","Right-Handed"
"527","sm18",1033.88095238095,76,183,12.3333333333333,26.5714285714286,"One-Handed Backhand","Right-Handed"
"528","sm25",17.6428571428571,84,191,20.0238095238095,24.2142857142857,"Two-Handed Backhand","Right-Handed"
"529","sm37",37.6428571428571,64,170,24.9285714285714,24.3095238095238,"Two-Handed Backhand","Right-Handed"
"530","sm71",1274.07142857143,65,180,10.7142857142857,25.7619047619048,"Two-Handed Backhand","Right-Handed"
"531","sm88",1233.975,81,183,2.325,23.05,"Two-Handed Backhand","Right-Handed"
"532","sn04",1583.40540540541,82,188,5.10810810810811,26.5945945945946,"Two-Handed Backhand","Left-Handed"
"533","sn44",406.714285714286,80,175,25.9761904761905,23.4285714285714,"Two-Handed Backhand","Right-Handed"
"534","sn77",211.785714285714,80,183,29.3333333333333,22.5952380952381,"Two-Handed Backhand","Right-Handed"
"535","so20",655.119047619048,83,188,22.6666666666667,21.3333333333333,"Two-Handed Backhand","Right-Handed"
"536","so47",1704.44444444444,84,198,2.77777777777778,24,"Two-Handed Backhand","Right-Handed"
"537","so70",1072.83333333333,84,193,2.5,24.4583333333333,"One-Handed Backhand","Right-Handed"
"538","so86",546.190476190476,75,188,27,21.9761904761905,"Two-Handed Backhand","Left-Handed"
"539","sp05",559.190476190476,75,178,26.047619047619,24.547619047619,"Two-Handed Backhand","Left-Handed"
"540","sp24",277.97619047619,84,193,20.8333333333333,21.452380952381,"Two-Handed Backhand","Right-Handed"
"541","sp25",749.619047619048,75,188,14.4047619047619,22,"Two-Handed Backhand","Right-Handed"
"542","sp80",445.785714285714,79,188,30.8333333333333,20,"Two-Handed Backhand","Right-Handed"
"543","sq33",1656.48780487805,70,175,13.3414634146341,22.9024390243902,"Two-Handed Backhand","Right-Handed"
"544","sq48",503.833333333333,89,193,16.7142857142857,22.7142857142857,"One-Handed Backhand","Right-Handed"
"545","sq80",177.52380952381,77,180,32.5952380952381,19.5952380952381,"One-Handed Backhand","Right-Handed"
"546","sr71",1552.66666666667,73,183,10.4358974358974,19.7435897435897,"Two-Handed Backhand","Right-Handed"
"547","su55",149.452380952381,76,183,18.7619047619048,17.7142857142857,"One-Handed Backhand","Left-Handed"
"548","sx81",531.47619047619,80,188,10.6428571428571,19.547619047619,"Two-Handed Backhand","Right-Handed"
"549","sx90",491.357142857143,75,178,25.5,20.1666666666667,"Two-Handed Backhand","Right-Handed"
"550","sx96",925.071428571429,73,193,10.6666666666667,17.547619047619,"Two-Handed Backhand","Right-Handed"
"551","t315",583.428571428571,82,185,7.45238095238095,34,"Two-Handed Backhand","Right-Handed"
"552","t742",81.1904761904762,80,180,20.7380952380952,32.5,"Two-Handed Backhand","Right-Handed"
